BackgroundIntensity;distance;Membrane GEF @ illuminated pole @ t=0;Membrane GEF @ non-illuminated pole @ t=0;Cytosol GEF @ illuminated pole @ t=0;Cytosol GEF @ non-illuminated pole @ t=0;Membrane GEF @ illuminated pole @ t=300;Membrane GEF @ non-illuminated pole @ t=300;Cytosol GEF @ illuminated pole @ t=300;Cytosol GEF @ non-illuminated pole @ t=300;Membrane GEF @ illuminated pole @ t=600;Membrane GEF @ non-illuminated pole @ t=600;Cytosol GEF @ illuminated pole @ t=600;Cytosol GEF @ non-illuminated pole @ t=600;Membrane GEF @ illuminated pole @ t=900;Membrane GEF @ non-illuminated pole @ t=900;Cytosol GEF @ illuminated pole @ t=900;Cytosol GEF @ non-illuminated pole @ t=900;Membrane GEF @ illuminated pole @ t=1200;Membrane GEF @ non-illuminated pole @ t=1200;Cytosol GEF @ illuminated pole @ t=1200;Cytosol GEF @ non-illuminated pole @ t=1200;Membrane GEF @ illuminated pole @ t=1500;Membrane GEF @ non-illuminated pole @ t=1500;Cytosol GEF @ illuminated pole @ t=1500;Cytosol GEF @ non-illuminated pole @ t=1500;Membrane GEF @ illuminated pole @ t=1800;Membrane GEF @ non-illuminated pole @ t=1800;Cytosol GEF @ illuminated pole @ t=1800;Cytosol GEF @ non-illuminated pole @ t=1800;Membrane GEF @ illuminated pole @ t=2100;Membrane GEF @ non-illuminated pole @ t=2100;Cytosol GEF @ illuminated pole @ t=2100;Cytosol GEF @ non-illuminated pole @ t=2100;Membrane GEF @ illuminated pole @ t=2400;Membrane GEF @ non-illuminated pole @ t=2400;Cytosol GEF @ illuminated pole @ t=2400;Cytosol GEF @ non-illuminated pole @ t=2400;Membrane GEF @ illuminated pole @ t=2700;Membrane GEF @ non-illuminated pole @ t=2700;Cytosol GEF @ illuminated pole @ t=2700;Cytosol GEF @ non-illuminated pole @ t=2700;Membrane GEF @ illuminated pole @ t=3000;Membrane GEF @ non-illuminated pole @ t=3000;Cytosol GEF @ illuminated pole @ t=3000;Cytosol GEF @ non-illuminated pole @ t=3000;Membrane GEF @ illuminated pole @ t=3300;Membrane GEF @ non-illuminated pole @ t=3300;Cytosol GEF @ illuminated pole @ t=3300;Cytosol GEF @ non-illuminated pole @ t=3300;Membrane GEF @ illuminated pole @ t=3600;Membrane GEF @ non-illuminated pole @ t=3600;Cytosol GEF @ illuminated pole @ t=3600;Cytosol GEF @ non-illuminated pole @ t=3600;Membrane GEF @ illuminated pole @ t=3900;Membrane GEF @ non-illuminated pole @ t=3900;Cytosol GEF @ illuminated pole @ t=3900;Cytosol GEF @ non-illuminated pole @ t=3900;Membrane GEF @ illuminated pole @ t=4200;Membrane GEF @ non-illuminated pole @ t=4200;Cytosol GEF @ illuminated pole @ t=4200;Cytosol GEF @ non-illuminated pole @ t=4200;Membrane GEF @ illuminated pole @ t=4500;Membrane GEF @ non-illuminated pole @ t=4500;Cytosol GEF @ illuminated pole @ t=4500;Cytosol GEF @ non-illuminated pole @ t=4500;Membrane GEF @ illuminated pole @ t=4800;Membrane GEF @ non-illuminated pole @ t=4800;Cytosol GEF @ illuminated pole @ t=4800;Cytosol GEF @ non-illuminated pole @ t=4800;Membrane GEF @ illuminated pole @ t=5100;Membrane GEF @ non-illuminated pole @ t=5100;Cytosol GEF @ illuminated pole @ t=5100;Cytosol GEF @ non-illuminated pole @ t=5100;Membrane GEF @ illuminated pole @ t=5400;Membrane GEF @ non-illuminated pole @ t=5400;Cytosol GEF @ illuminated pole @ t=5400;Cytosol GEF @ non-illuminated pole @ t=5400;Membrane GEF @ illuminated pole @ t=5700;Membrane GEF @ non-illuminated pole @ t=5700;Cytosol GEF @ illuminated pole @ t=5700;Cytosol GEF @ non-illuminated pole @ t=5700;Membrane GEF @ illuminated pole @ t=6000;Membrane GEF @ non-illuminated pole @ t=6000;Cytosol GEF @ illuminated pole @ t=6000;Cytosol GEF @ non-illuminated pole @ t=6000
0.0195;47.87188805470161;5.3371e-7;1.0235e-8;60.;60.;3.2307;0.22193;59.891;59.986;3.3714;0.35164;59.943;59.985;3.0752;0.41655;59.971;59.986;2.6764;0.43879;59.987;59.988;2.2762;0.43375;59.997;59.991;1.9103;0.41204;60.003;59.993;1.5894;0.38084;60.007;59.994;1.3153;0.34527;60.009;59.996;1.0845;0.30854;60.01;59.997;0.89184;0.2727;60.011;59.998;0.73199;0.23897;60.01;59.998;0.59997;0.20795;60.01;59.999;0.49123;0.17988;60.009;59.999;0.40188;0.15483;60.009;59.999;0.32864;0.13274;60.008;59.999;0.26872;0.11345;60.007;59.999;0.21973;0.096693;60.007;59.999;0.17967;0.082213;60.006;59.999;0.14693;0.069748;60.005;59.999;0.12011;0.059055;60.005;59.999
0.02;50.863881058120455;5.339699999999999e-7;1.0497000000000001e-8;60.;60.;3.2367;0.22772;59.891;59.985;3.3808;0.36081;59.942;59.984;3.0862;0.42741;59.97;59.986;2.688;0.45023;59.987;59.988;2.2877;0.44506;59.997;59.99;1.9211;0.42281;60.003;59.992;1.5998;0.39093;60.007;59.994;1.3247;0.35444;60.009;59.996;1.0926;0.31665;60.01;59.997;0.89889;0.27978;60.01;59.998;0.73816;0.24509;60.01;59.998;0.60533;0.21324;60.01;59.999;0.49587;0.1845;60.009;59.999;0.40588;0.15889;60.009;59.999;0.33201;0.13629;60.008;59.999;0.27148;0.11649;60.007;59.999;0.22193;0.099279;60.007;59.999;0.1814;0.084387;60.006;59.999;0.14828;0.071567;60.005;59.999;0.12122;0.060575;60.005;59.999
0.0205;50.863881058120455;5.342399999999999e-7;1.0760000000000002e-8;60.;60.;3.2426;0.23351;59.89;59.985;3.3901;0.36998;59.942;59.984;3.0973;0.43828;59.97;59.986;2.6996;0.46167;59.986;59.988;2.2991;0.45637;59.997;59.99;1.932;0.43355;60.003;59.992;1.6099;0.40084;60.007;59.994;1.3339;0.36346;60.009;59.996;1.1008;0.32473;60.01;59.997;0.90608;0.28692;60.01;59.998;0.74441;0.25134;60.01;59.998;0.61073;0.21867;60.01;59.999;0.50051;0.18918;60.009;59.999;0.40984;0.16295;60.009;59.999;0.33538;0.13979;60.008;59.999;0.27431;0.11948;60.007;59.999;0.22429;0.10181;60.007;59.999;0.18338;0.086519;60.006;59.999;0.14993;0.073357;60.006;59.999;0.1226;0.062076;60.005;59.999
0.021;50.863881058120455;5.344999999999999e-7;1.1022000000000001e-8;60.;60.;3.2486;0.2393;59.89;59.984;3.3995;0.37916;59.942;59.984;3.1083;0.44915;59.969;59.985;2.7112;0.47313;59.986;59.987;2.3105;0.46766;59.996;59.99;1.9428;0.44424;60.003;59.992;1.6198;0.4107;60.007;59.994;1.3427;0.37229;60.009;59.996;1.1087;0.33256;60.01;59.997;0.91312;0.29379;60.01;59.998;0.75073;0.25731;60.01;59.998;0.61641;0.22382;60.01;59.999;0.50558;0.19362;60.009;59.999;0.4143;0.16673;60.009;59.999;0.33927;0.14301;60.008;59.999;0.27768;0.12225;60.007;59.999;0.22723;0.10418;60.007;59.999;0.18593;0.08854;60.006;59.999;0.15216;0.075078;60.006;59.999;0.12452;0.063541;60.005;59.999
0.0215;53.85587406153931;5.3476e-7;1.1284e-8;60.;60.;3.2545;0.24509;59.889;59.984;3.4088;0.38834;59.941;59.983;3.1193;0.46003;59.969;59.985;2.7227;0.48459;59.986;59.987;2.322;0.47902;59.996;59.99;1.9537;0.45504;60.003;59.992;1.6299;0.42071;60.007;59.994;1.3519;0.3814;60.009;59.995;1.1168;0.34069;60.01;59.997;0.92027;0.30092;60.01;59.998;0.75696;0.26351;60.01;59.998;0.62185;0.22917;60.01;59.999;0.51028;0.19825;60.009;59.999;0.41835;0.17073;60.009;59.999;0.34271;0.14644;60.008;59.999;0.28064;0.12515;60.007;59.999;0.22973;0.10664;60.007;59.999;0.18806;0.090626;60.006;59.999;0.15392;0.076848;60.006;59.999;0.12599;0.065039;60.005;59.999
0.022;53.85587406153931;5.3502e-7;1.1547e-8;60.;60.;3.2605;0.25089;59.889;59.984;3.4181;0.39753;59.941;59.983;3.1303;0.47092;59.969;59.984;2.7343;0.49606;59.986;59.987;2.3334;0.49034;59.996;59.989;1.9645;0.4658;60.002;59.992;1.6399;0.43067;60.006;59.994;1.361;0.39046;60.009;59.995;1.1251;0.34888;60.01;59.997;0.92753;0.30827;60.01;59.998;0.76313;0.27005;60.01;59.998;0.62693;0.23493;60.01;59.999;0.51447;0.20325;60.009;59.999;0.42181;0.17498;60.009;59.999;0.34561;0.15003;60.008;59.999;0.28305;0.12818;60.007;60.;0.23175;0.10918;60.007;59.999;0.18973;0.092758;60.006;59.999;0.15533;0.078631;60.006;59.999;0.12718;0.066526;60.005;59.999
0.0225;53.85587406153931;5.3528e-7;1.1809e-8;60.;60.;3.2664;0.25669;59.889;59.983;3.4274;0.40672;59.94;59.982;3.1414;0.48181;59.968;59.984;2.7459;0.50754;59.985;59.987;2.3448;0.50167;59.996;59.989;1.9753;0.47658;60.002;59.992;1.6498;0.44074;60.006;59.994;1.3699;0.39957;60.009;59.995;1.1329;0.35695;60.01;59.997;0.93446;0.31537;60.01;59.998;0.76922;0.27622;60.01;59.998;0.63225;0.24028;60.01;59.999;0.51906;0.20785;60.009;59.999;0.42577;0.17898;60.009;59.999;0.349;0.15346;60.008;59.999;0.28592;0.13111;60.007;60.;0.23417;0.11168;60.007;60.;0.19175;0.09487;60.006;59.999;0.15702;0.08041;60.006;59.999;0.12858;0.068022;60.005;59.999
0.023;56.84786706495816;5.3555e-7;1.2072e-8;60.;60.;3.2723;0.26249;59.888;59.983;3.4368;0.41592;59.94;59.982;3.1523;0.4927;59.968;59.984;2.7574;0.519;59.985;59.986;2.3562;0.51301;59.995;59.989;1.9862;0.48739;60.002;59.991;1.6599;0.45094;60.006;59.993;1.3787;0.40905;60.009;59.995;1.1404;0.36538;60.01;59.996;0.94073;0.32263;60.01;59.998;0.77472;0.28257;60.01;59.998;0.63701;0.24587;60.01;59.999;0.52302;0.21266;60.009;59.999;0.42899;0.18298;60.009;59.999;0.35169;0.15678;60.008;59.999;0.28825;0.13389;60.007;60.;0.23619;0.11402;60.007;60.;0.19349;0.096845;60.006;59.999;0.1585;0.08207;60.006;59.999;0.12989;0.069416;60.005;59.999
0.0235;59.839860068377014;5.3581e-7;1.2334000000000001e-8;60.;60.;3.2782;0.2683;59.888;59.983;3.446;0.42512;59.94;59.982;3.1633;0.5036;59.968;59.983;2.769;0.53049;59.985;59.986;2.3676;0.52436;59.995;59.989;1.997;0.49812;60.002;59.991;1.6699;0.46054;60.006;59.993;1.3882;0.41754;60.008;59.995;1.1494;0.37308;60.01;59.996;0.949;0.32968;60.01;59.997;0.78198;0.28884;60.01;59.998;0.64331;0.25127;60.01;59.999;0.52855;0.21731;60.009;59.999;0.43385;0.18702;60.009;59.999;0.35589;0.16028;60.008;59.999;0.29183;0.1369;60.007;60.;0.23924;0.11658;60.007;60.;0.1961;0.09902;60.006;59.999;0.16073;0.083916;60.006;59.999;0.13175;0.070977;60.005;59.999
0.024;59.839860068377014;5.3607e-7;1.2596e-8;60.;60.;3.2841;0.27411;59.887;59.982;3.4553;0.43433;59.939;59.981;3.1743;0.5145;59.967;59.983;2.7806;0.54199;59.984;59.986;2.379;0.53573;59.995;59.988;2.0078;0.50892;60.002;59.991;1.6799;0.47069;60.006;59.993;1.3971;0.42675;60.008;59.995;1.1572;0.3812;60.01;59.996;0.95583;0.33666;60.01;59.997;0.78799;0.29471;60.01;59.998;0.64876;0.2562;60.01;59.999;0.53356;0.22151;60.009;59.999;0.43836;0.19068;60.009;59.999;0.35985;0.16349;60.008;59.999;0.29526;0.13967;60.007;60.;0.24218;0.11897;60.007;60.;0.19861;0.10106;60.006;59.999;0.16284;0.085665;60.006;59.999;0.13349;0.072479;60.005;59.999
0.0245;62.83185307179586;5.363299999999999e-7;1.2859000000000001e-8;60.;60.;3.29;0.27992;59.887;59.982;3.4646;0.44354;59.939;59.981;3.1853;0.52542;59.967;59.983;2.7921;0.55347;59.984;59.985;2.3904;0.54708;59.995;59.988;2.0187;0.51971;60.002;59.991;1.6899;0.48072;60.006;59.993;1.406;0.43612;60.008;59.995;1.1647;0.38973;60.01;59.996;0.96209;0.3441;60.01;59.997;0.79327;0.30121;60.01;59.998;0.65316;0.26199;60.01;59.999;0.53703;0.22662;60.009;59.999;0.44103;0.19502;60.009;59.999;0.36194;0.16708;60.008;59.999;0.29694;0.14264;60.007;60.;0.24357;0.12143;60.007;60.;0.19974;0.10312;60.006;60.;0.16378;0.087376;60.006;59.999;0.13434;0.073887;60.005;59.999
0.025;62.83185307179586;5.3659e-7;1.3121e-8;60.;60.;3.2958;0.28573;59.887;59.981;3.4739;0.45275;59.938;59.98;3.1962;0.53633;59.967;59.982;2.8037;0.56496;59.984;59.985;2.4018;0.55844;59.994;59.988;2.0295;0.53046;60.001;59.991;1.6999;0.49058;60.006;59.993;1.4152;0.44505;60.008;59.995;1.173;0.39773;60.009;59.996;0.96948;0.35122;60.01;59.997;0.79975;0.30747;60.01;59.998;0.65874;0.26744;60.01;59.999;0.54182;0.23129;60.009;59.999;0.44518;0.19901;60.009;59.999;0.36553;0.17049;60.008;60.;0.30002;0.14556;60.007;60.;0.24619;0.12392;60.007;60.;0.20195;0.10523;60.006;60.;0.16564;0.089154;60.006;59.999;0.13586;0.075382;60.005;59.999
0.0255;65.82384607521472;5.3686e-7;1.3384000000000001e-8;60.;60.;3.3014;0.29151;59.886;59.981;3.4828;0.4619;59.938;59.98;3.2069;0.54717;59.966;59.982;2.8149;0.57638;59.983;59.985;2.4129;0.56972;59.994;59.988;2.0409;0.54099;60.001;59.99;1.7139;0.49992;60.005;59.993;1.4282;0.45371;60.008;59.995;1.185;0.4056;60.009;59.996;0.98017;0.35839;60.01;59.997;0.80909;0.31387;60.01;59.998;0.66686;0.27296;60.01;59.999;0.54899;0.23603;60.009;59.999;0.45151;0.20314;60.009;59.999;0.37104;0.17413;60.008;59.999;0.30473;0.14877;60.007;60.;0.25014;0.12672;60.007;60.;0.20526;0.10765;60.006;60.;0.1684;0.091232;60.006;59.999;0.13814;0.077158;60.005;59.999
0.026;68.81583907863356;5.371199999999999e-7;1.3646e-8;60.;60.;3.3044;0.29698;59.886;59.981;3.489;0.47057;59.938;59.98;3.2149;0.55743;59.966;59.982;2.8238;0.58719;59.983;59.984;2.4221;0.58041;59.994;59.987;2.049;0.55133;60.001;59.99;1.7181;0.50984;60.005;59.993;1.4317;0.46265;60.008;59.994;1.1876;0.41361;60.009;59.996;0.98172;0.36554;60.01;59.997;0.80996;0.31998;60.01;59.998;0.6674;0.27803;60.01;59.999;0.54942;0.2402;60.009;59.999;0.4519;0.20656;60.009;59.999;0.37135;0.17699;60.008;60.;0.305;0.15111;60.007;60.;0.25046;0.12861;60.007;60.;0.20565;0.10917;60.006;60.;0.16884;0.092474;60.006;60.;0.1386;0.07819;60.005;59.999
0.0265;71.80783208205241;5.3738e-7;1.3909e-8;60.;60.;3.3019;0.30176;59.886;59.98;3.4891;0.47814;59.937;59.979;3.2173;0.5664;59.966;59.981;2.8278;0.59663;59.983;59.984;2.4269;0.58975;59.994;59.987;2.0541;0.5602;60.001;59.99;1.7233;0.51797;60.005;59.992;1.4368;0.4699;60.008;59.994;1.1926;0.42005;60.009;59.996;0.98685;0.37111;60.01;59.997;0.81495;0.32483;60.01;59.998;0.67204;0.28223;60.01;59.999;0.55359;0.24387;60.009;59.999;0.45551;0.20984;60.009;59.999;0.37442;0.17986;60.008;60.;0.30755;0.15359;60.007;60.;0.25254;0.13073;60.007;60.;0.20735;0.11097;60.006;60.;0.17022;0.093995;60.006;60.;0.13973;0.079468;60.005;59.999
0.027;74.79982508547127;5.3764e-7;1.4171e-8;60.;60.;3.2851;0.30484;59.886;59.98;3.4738;0.48297;59.937;59.979;3.2052;0.57211;59.966;59.981;2.8187;0.60264;59.983;59.984;2.4203;0.59567;59.994;59.987;2.0496;0.56582;60.001;59.99;1.7203;0.52315;60.005;59.992;1.4351;0.4745;60.008;59.994;1.1919;0.42402;60.009;59.996;0.98704;0.37452;60.01;59.997;0.81562;0.32783;60.01;59.998;0.67293;0.28495;60.01;59.999;0.55456;0.24628;60.009;59.999;0.45661;0.21187;60.009;59.999;0.37566;0.18154;60.008;60.;0.30886;0.15504;60.007;60.;0.25379;0.13202;60.007;60.;0.20839;0.11216;60.006;60.;0.17104;0.095067;60.006;60.;0.14038;0.080394;60.005;59.999
0.0275;80.78381109230897;5.3791e-7;1.4433000000000001e-8;60.;60.;3.291;0.31031;59.886;59.98;3.4828;0.49165;59.937;59.979;3.2158;0.5824;59.965;59.981;2.8298;0.61348;59.982;59.984;2.4313;0.60639;59.993;59.987;2.06;0.57601;60.;59.99;1.7299;0.53255;60.005;59.992;1.4438;0.48296;60.007;59.994;1.1997;0.43164;60.009;59.996;0.99379;0.3813;60.01;59.997;0.82152;0.33379;60.01;59.998;0.67802;0.2901;60.01;59.999;0.55894;0.25071;60.009;59.999;0.46037;0.21565;60.009;59.999;0.37892;0.18476;60.008;60.;0.31167;0.15777;60.007;60.;0.25622;0.13433;60.007;60.;0.21053;0.11409;60.006;60.;0.17293;0.096677;60.006;60.;0.14201;0.081753;60.005;59.999
0.028;80.78381109230897;5.3817e-7;1.4696e-8;60.;60.;3.2671;0.31157;59.887;59.98;3.4594;0.49358;59.937;59.979;3.1955;0.58466;59.965;59.981;2.8131;0.61585;59.982;59.984;2.4179;0.60873;59.993;59.987;2.0493;0.57823;60.;59.99;1.7215;0.53458;60.005;59.992;1.4373;0.48479;60.007;59.994;1.1946;0.43329;60.009;59.996;0.98987;0.38277;60.01;59.997;0.81848;0.33509;60.01;59.998;0.67566;0.29139;60.01;59.999;0.55689;0.25198;60.009;59.999;0.45847;0.21678;60.009;59.999;0.37726;0.18564;60.008;60.;0.31033;0.15845;60.007;60.;0.25511;0.13488;60.007;60.;0.20962;0.11451;60.006;60.;0.17227;0.096963;60.006;60.;0.14158;0.081962;60.005;59.999
0.0285;83.77580409572782;5.3843e-7;1.4958e-8;60.;60.;3.2507;0.31465;59.887;59.98;3.4445;0.49844;59.937;59.978;3.1838;0.59041;59.965;59.98;2.8044;0.62189;59.982;59.984;2.4117;0.6147;59.993;59.987;2.0451;0.5839;60.;59.99;1.7191;0.53978;60.004;59.992;1.4377;0.48941;60.007;59.994;1.1955;0.43758;60.009;59.996;0.99056;0.38687;60.009;59.997;0.81872;0.33885;60.01;59.998;0.67572;0.29453;60.009;59.999;0.55721;0.25443;60.009;59.999;0.45922;0.21869;60.009;59.999;0.3782;0.18728;60.008;60.;0.31118;0.15992;60.007;60.;0.25581;0.13617;60.007;60.;0.21018;0.11563;60.006;60.;0.17267;0.097938;60.006;60.;0.14187;0.082774;60.005;59.999
0.029;86.76779709914668;5.3869e-7;1.5221e-8;60.;60.;3.2276;0.31731;59.888;59.979;3.4227;0.5026;59.938;59.978;3.1658;0.59531;59.965;59.98;2.7902;0.62706;59.982;59.983;2.4009;0.61979;59.993;59.987;2.037;0.58873;60.;59.99;1.7128;0.54429;60.004;59.992;1.4313;0.4935;60.007;59.994;1.191;0.44096;60.009;59.996;0.9878;0.38956;60.009;59.997;0.81742;0.34098;60.009;59.998;0.67533;0.29629;60.009;59.999;0.55732;0.25602;60.009;59.999;0.45957;0.22018;60.008;59.999;0.37873;0.18864;60.008;60.;0.31195;0.16108;60.007;60.;0.25679;0.13716;60.007;60.;0.21123;0.1165;60.006;60.;0.17369;0.098729;60.005;60.;0.14276;0.083495;60.005;60.
0.0295;110.70374112649748;5.389499999999999e-7;1.5483e-8;60.;60.;3.2507;0.32558;59.887;59.979;3.4507;0.51571;59.937;59.978;3.1946;0.61084;59.965;59.98;2.8178;0.64341;59.982;59.983;2.4263;0.63596;59.993;59.986;2.0599;0.60408;60.;59.989;1.7331;0.55848;60.004;59.992;1.4491;0.50635;60.007;59.994;1.2064;0.45244;60.009;59.996;1.001;0.39977;60.009;59.997;0.82824;0.35012;60.01;59.998;0.68394;0.30439;60.009;59.999;0.56416;0.26301;60.009;59.999;0.46514;0.2261;60.009;59.999;0.38329;0.19364;60.008;60.;0.31556;0.16533;60.007;60.;0.25968;0.14072;60.007;60.;0.21352;0.11944;60.006;60.;0.17544;0.10114;60.006;60.;0.14415;0.085469;60.005;60.
0.03;119.67972013675403;5.3922e-7;1.5746e-8;60.;60.;3.2566;0.33125;59.887;59.979;3.46;0.52469;59.936;59.977;3.2055;0.62148;59.964;59.979;2.8293;0.65462;59.981;59.983;2.4375;0.64703;59.992;59.986;2.0706;0.6146;60.;59.989;1.7429;0.5682;60.004;59.992;1.458;0.51516;60.007;59.994;1.2143;0.4603;60.008;59.996;1.008;0.40671;60.009;59.997;0.8345;0.35618;60.01;59.998;0.68959;0.30963;60.009;59.999;0.56925;0.26753;60.009;59.999;0.46953;0.23006;60.009;59.999;0.38687;0.1971;60.008;60.;0.31841;0.16829;60.007;60.;0.26188;0.14323;60.007;60.;0.21546;0.12154;60.006;60.;0.17732;0.1029;60.006;60.;0.14587;0.086976;60.005;60.
0.0305;131.64769215042944;5.3948e-7;1.6008e-8;60.;60.;3.2626;0.33692;59.886;59.978;3.4693;0.53367;59.936;59.977;3.2164;0.63212;59.964;59.979;2.8407;0.66582;59.981;59.982;2.4488;0.65811;59.992;59.986;2.0812;0.62512;59.999;59.989;1.7528;0.57793;60.004;59.992;1.4669;0.52398;60.007;59.994;1.2223;0.46817;60.008;59.995;1.0151;0.41363;60.009;59.997;0.84083;0.36222;60.009;59.998;0.69509;0.31491;60.009;59.999;0.57393;0.27211;60.009;59.999;0.47352;0.23399;60.009;59.999;0.3903;0.20044;60.008;60.;0.32137;0.17112;60.007;60.;0.26444;0.14563;60.007;60.;0.21764;0.12358;60.006;60.;0.17914;0.10464;60.006;60.;0.14738;0.088442;60.005;60.
0.031;131.64769215042944;5.3974e-7;1.627e-8;60.;60.;3.2255;0.33658;59.887;59.978;3.4313;0.53307;59.937;59.977;3.1825;0.63137;59.964;59.979;2.8119;0.66502;59.981;59.982;2.4249;0.65731;59.992;59.986;2.0617;0.62435;59.999;59.989;1.7368;0.57721;60.004;59.992;1.4541;0.52332;60.007;59.994;1.2119;0.46759;60.008;59.996;1.0068;0.41312;60.009;59.997;0.83414;0.36176;60.009;59.998;0.68955;0.31451;60.009;59.999;0.56905;0.27178;60.009;59.999;0.46926;0.23365;60.008;59.999;0.3869;0.20002;60.008;60.;0.31887;0.17067;60.007;60.;0.26261;0.14524;60.007;60.;0.21622;0.12328;60.006;60.;0.17793;0.1044;60.005;60.;0.14634;0.088224;60.005;60.
0.0315;134.63968515384826;5.4e-7;1.6533e-8;60.;60.;3.2455;0.34397;59.887;59.978;3.4549;0.54477;59.936;59.976;3.2068;0.64524;59.964;59.979;2.8353;0.67964;59.981;59.982;2.4466;0.67175;59.992;59.985;2.0813;0.63808;59.999;59.989;1.7543;0.5899;60.004;59.991;1.4694;0.53483;60.007;59.994;1.2253;0.47786;60.008;59.995;1.0183;0.42217;60.009;59.997;0.84402;0.36969;60.009;59.998;0.69783;0.32142;60.009;59.999;0.57601;0.27774;60.009;59.999;0.475;0.23877;60.008;59.999;0.39163;0.20441;60.008;60.;0.3228;0.1744;60.007;60.;0.26594;0.14837;60.007;60.;0.21899;0.12591;60.006;60.;0.1802;0.10663;60.006;60.;0.14824;0.090107;60.005;60.
0.032;149.59965017094254;5.402599999999999e-7;1.6795e-8;60.;60.;3.2793;0.35364;59.885;59.977;3.4957;0.56016;59.935;59.976;3.2477;0.6635;59.963;59.978;2.8737;0.69888;59.98;59.981;2.4814;0.69078;59.991;59.985;2.1122;0.65616;59.999;59.988;1.7814;0.60661;60.003;59.991;1.493;0.54998;60.006;59.993;1.2456;0.4914;60.008;59.995;1.0357;0.43413;60.009;59.997;0.86082;0.38041;60.009;59.998;0.71283;0.33084;60.009;59.998;0.58873;0.28597;60.009;59.999;0.48549;0.2459;60.009;59.999;0.39972;0.2105;60.008;60.;0.32883;0.1795;60.007;60.;0.27057;0.15261;60.007;60.;0.22277;0.12944;60.006;60.;0.18349;0.10957;60.006;60.;0.15113;0.092576;60.005;60.
0.0325;158.57562918119908;5.4053e-7;1.7058e-8;60.;60.;3.3079;0.36243;59.884;59.976;3.5297;0.57414;59.934;59.975;3.282;0.68007;59.962;59.978;2.9061;0.71634;59.98;59.981;2.511;0.70805;59.991;59.985;2.1387;0.67256;59.999;59.988;1.8047;0.62178;60.003;59.991;1.5132;0.56373;60.006;59.993;1.263;0.50368;60.008;59.995;1.0506;0.44497;60.009;59.997;0.87174;0.38961;60.009;59.998;0.7218;0.3387;60.009;59.998;0.59637;0.29268;60.009;59.999;0.49214;0.25164;60.009;59.999;0.40571;0.21541;60.008;60.;0.33449;0.18374;60.007;60.;0.27581;0.15627;60.007;60.;0.22736;0.1326;60.006;60.;0.18727;0.11229;60.006;60.;0.15425;0.094902;60.005;60.
0.033;167.55160819145564;5.407899999999999e-7;1.732e-8;60.;60.;3.3267;0.36999;59.883;59.976;3.5533;0.58614;59.933;59.975;3.3065;0.69429;59.962;59.977;2.9297;0.73133;59.979;59.981;2.533;0.72287;59.991;59.984;2.1586;0.68664;59.998;59.988;1.8224;0.63479;60.003;59.991;1.5288;0.57553;60.006;59.993;1.2766;0.51421;60.008;59.995;1.0624;0.45427;60.009;59.997;0.88184;0.39775;60.009;59.998;0.73041;0.34576;60.009;59.998;0.60386;0.29879;60.009;59.999;0.49865;0.25689;60.009;59.999;0.41156;0.21993;60.008;60.;0.33959;0.18766;60.007;60.;0.28;0.15968;60.007;60.;0.23064;0.13553;60.006;60.;0.1898;0.11475;60.006;60.;0.15614;0.096941;60.005;60.
0.0335;173.53559419829335;5.4105e-7;1.7582e-8;60.;60.;3.331;0.3757;59.883;59.976;3.5609;0.59517;59.933;59.974;3.3159;0.70499;59.961;59.977;2.94;0.7426;59.979;59.98;2.5433;0.73401;59.991;59.984;2.1685;0.69722;59.998;59.988;1.8316;0.64458;60.003;59.991;1.5372;0.58439;60.006;59.993;1.2841;0.52213;60.008;59.995;1.0691;0.46126;60.009;59.997;0.88773;0.40386;60.009;59.998;0.73557;0.35107;60.009;59.998;0.60838;0.30336;60.009;59.999;0.50259;0.26082;60.009;59.999;0.415;0.22331;60.008;60.;0.34251;0.19055;60.007;60.;0.28244;0.16214;60.007;60.;0.23267;0.13761;60.006;60.;0.19153;0.1165;60.006;60.;0.15773;0.098412;60.005;60.
0.034;179.51958020513104;5.4131e-7;1.7845e-8;60.;60.;3.3333;0.38091;59.882;59.975;3.5662;0.60343;59.933;59.974;3.3231;0.71478;59.961;59.976;2.9481;0.75291;59.979;59.98;2.5516;0.74419;59.99;59.984;2.1767;0.70689;59.998;59.987;1.8394;0.65352;60.003;59.99;1.5443;0.59249;60.006;59.993;1.2906;0.52937;60.008;59.995;1.0748;0.46765;60.009;59.996;0.89283;0.40945;60.009;59.998;0.74009;0.35591;60.009;59.998;0.61231;0.30755;60.009;59.999;0.50596;0.26442;60.009;59.999;0.41785;0.22638;60.008;60.;0.34495;0.19316;60.007;60.;0.28454;0.16435;60.007;60.;0.23448;0.13948;60.006;60.;0.19306;0.11808;60.006;60.;0.15899;0.099748;60.005;60.
